logFC,AveExpr,t,P.Value,adj.P.Val,B,Gene
1.33576786423929,-1.14215125764082,8.65992943150802,1.21101348935901e-13,2.09614324873151e-09,20.2204408913908,ENSG00000273802.2
0.786117571942452,-1.58366506213534,7.9273289443899,4.30325881247372e-12,3.51790243272743e-08,16.9021964420339,ENSG00000232043.1
-1.07956304498608,-1.19774197503035,-7.85529900794396,6.09723686994182e-12,3.51790243272743e-08,16.5779165911574,ENSG00000249119.1
-0.493134498720486,2.93607721307967,-7.73114412171587,1.11015107982646e-11,4.31882030422137e-08,16.0201106382988,ENSG00000198695.2
0.820870837391497,-1.04807324386095,7.70692148763534,1.24756493853526e-11,4.31882030422137e-08,15.9114626117299,ENSG00000230701.2
-0.355876748829548,0.435479154311015,-7.5767017967414,2.33326605699007e-11,6.73108369674018e-08,15.3284670696808,ENSG00000124659.6
-0.222331795335918,0.235334700867741,-7.52025848049762,3.05853013536907e-11,7.56287115901474e-08,15.0763748755177,ENSG00000204178.9
0.468604734864978,-0.534739493737403,7.48309031411863,3.65437317000257e-11,7.90669314994681e-08,14.9105830623899,ENSG00000103472.9
0.636705738526194,-1.41895308725644,7.45235761354963,4.23314983481393e-11,8.14128783231047e-08,14.7736284135676,ENSG00000265194.1
-0.247246523989882,0.121707341451417,-7.01751825549914,3.3348939382654e-10,5.77236791774358e-07,12.850227678332,ENSG00000247315.3
0.701431046304127,-0.759217739777991,6.98855513133094,3.82189407453915e-10,5.94754645389683e-07,12.7231819925249,ENSG00000254165.1
0.930093890367801,-1.22747137840138,6.97240990574025,4.12332066825131e-10,5.94754645389683e-07,12.652425313625,ENSG00000213613.2
-0.414102378954898,-0.363055847724247,-6.75517829798388,1.13929903597838e-09,1.51693284721152e-06,11.7050805511036,ENSG00000172409.5
0.448269334564744,0.330202879500802,6.68711501203025,1.56333008495904e-09,1.93283431718258e-06,11.4101544016903,ENSG00000231721.6
0.555404419526951,-0.97639577116557,6.6070741164962,2.26502427568388e-09,2.61368701252082e-06,11.0645661115679,ENSG00000276517.1
0.972657942848567,-1.14942367301359,6.49781421674539,3.74832017774226e-09,4.0549796222838e-06,10.5950816471821,ENSG00000203814.6
-0.473619351136253,-1.09367696453711,-6.30608307765922,9.00852252846107e-09,9.1722656732431e-06,9.77795643309547,ENSG00000152433.14
-0.22439116363729,-0.157258626652516,-6.27482822155128,1.03834657962156e-08,9.9848560814831e-06,9.6456124876064,ENSG00000179562.2
-0.434268953539534,0.0594285425716335,-6.12015540126929,2.08895284508385e-08,1.90303604187139e-05,8.99443663726713,ENSG00000230630.4
-1.53050530005206,-0.0720213641493979,-6.08144765738706,2.48569160241771e-08,2.1512417973124e-05,8.83249007816702,ENSG00000210194.1
3.30673416690496,-2.32197898595764,6.02781214878774,3.16066267394507e-08,2.60513858206263e-05,8.60878453851129,ENSG00000227560.1
-0.273506120958282,-0.544142233099776,-6.00298747624568,3.53136151570693e-08,2.77837893069869e-05,8.50552319034641,ENSG00000171169.8
0.533176307058394,0.695628994847994,5.97312079036421,4.03443423148761e-08,3.03617487447039e-05,8.38152631425584,ENSG00000184678.10
-0.214398278717227,0.0938619251654266,-5.94902383130676,4.49121787560304e-08,3.23910375870054e-05,8.28167462008623,ENSG00000124688.13
-2.25566863546156,-2.04938178199193,-5.93612061564536,4.75636953646077e-08,3.29312001226398e-05,8.22827781548023,ENSG00000269929.1
0.178758668573533,-0.314339169002374,5.92243708735401,5.05439702457057e-08,3.36486761916508e-05,8.1717062618442,ENSG00000119778.14
-0.252912071279322,1.18313832021022,-5.89976284694956,5.5892025145241e-08,3.58309282681102e-05,8.07808868200403,ENSG00000100664.10
0.468415588415966,-0.977713623840412,5.85680956541204,6.75936587758955e-08,4.17849514197134e-05,7.90117201313222,ENSG00000276564.1
-0.310542722424884,0.15482541316861,-5.846738622549,7.06684901352164e-08,4.21793412327745e-05,7.85977382353863,ENSG00000174173.6
0.623087497644545,0.271890900717085,5.79804466638074,8.75873060369919e-08,5.05349560064764e-05,7.66005631264289,ENSG00000277986.1
1.7233971491698,-1.58157268332701,5.76383448783622,1.01796195774838e-07,5.52606741858726e-05,7.52019220957397,ENSG00000270269.1
-0.286587762084669,-0.321294624338269,-5.75980879787992,1.03610487082869e-07,5.52606741858726e-05,7.50375830085788,ENSG00000167447.12
-3.84740695037765,-2.78931782317145,-5.75600118928969,1.05355725237379e-07,5.52606741858726e-05,7.48821945658656,ENSG00000210127.1
0.556945120554241,-0.69729092869479,5.71313856526901,1.27109712076733e-07,6.47100590098875e-05,7.31362131004762,ENSG00000207523.1
0.446849269889151,-1.3213112027258,5.66810639690861,1.54717365743788e-07,7.4888763845443e-05,7.13083504816233,ENSG00000268364.1
-0.179806300197082,0.00823352981124458,-5.66656944234317,1.55756860502395e-07,7.4888763845443e-05,7.12460841056585,ENSG00000138231.12
-0.232141670998365,-0.162198082601911,-5.63555109184787,1.78263909472722e-07,8.33937840287389e-05,6.9991137153616,ENSG00000179021.9
-0.35943537734234,-0.90191565833318,-5.62380028693732,1.8759960658507e-07,8.54516207994996e-05,6.95165687372278,ENSG00000132801.6
-0.215542041747503,0.130458968288848,-5.5880545541209,2.19048755445395e-07,9.68715164409744e-05,6.80758352647403,ENSG00000197579.7
0.394417480283817,0.314908426644889,5.58303128189815,2.23863923833784e-07,9.68715164409744e-05,6.7873723644836,ENSG00000268069.2
0.79745874647327,-1.26160730885016,5.53747405552641,2.72553745501329e-07,0.000113530474216427,6.60447272320687,ENSG00000279766.1
-0.24853480873483,-0.0300866857468498,-5.53499719557882,2.75479803402272e-07,0.000113530474216427,6.59454961655063,ENSG00000166189.7
0.753141673654323,-1.30620398153694,5.48586261692289,3.40323051230672e-07,0.000134658172681473,6.39814943114242,ENSG00000272834.1
-0.161811994219856,-0.198732901198939,-5.48450989802871,3.42305135939962e-07,0.000134658172681473,6.39275453046963,ENSG00000163877.10
0.184470346960583,0.00117378978352476,5.44756602950623,4.01033900559497e-07,0.000154255461884096,6.24567032103433,ENSG00000083535.15
0.751458274232388,-1.61131574237839,5.40779948591977,4.75291655694435e-07,0.000178843984095978,6.08790342615129,ENSG00000283122.1
0.542291102153459,-0.230081837498574,5.39190286663825,5.08606758178397e-07,0.000187307965474678,6.02499925810968,ENSG00000200534.1
1.38131027930465,-1.20332813174375,5.38390966919525,5.2621195159094e-07,0.000189754222293491,5.99340498874338,ENSG00000275894.1
0.860066223131686,-0.200887550663756,5.37726258435941,5.41305648290861e-07,0.000191213458495235,5.96714955324305,ENSG00000275611.1
1.99458923234066,-1.99766887762972,5.36726765748826,5.648025864125e-07,0.000195523359364279,5.92770150001523,ENSG00000249138.1
1.05274621026516,-0.793314893227519,5.35083933589715,6.05610744191866e-07,0.00020553953669053,5.8629435212401,ENSG00000200259.1
0.379439136336676,-0.0362395109268091,5.33832600180104,6.38617389944739e-07,0.000212573623126029,5.8136861110575,ENSG00000272812.1
-0.475445777617822,-0.994493480203519,-5.32524997592783,6.74988940635497e-07,0.000220441199499242,5.76227713164957,ENSG00000269028.3
-0.246510665603094,-0.442436659893443,-5.31356094040899,7.09213404996454e-07,0.000224660608434545,5.71637627268429,ENSG00000186130.4
0.31486166154624,-0.741238921826303,5.31201417199729,7.1386755236582e-07,0.000224660608434545,5.71030628534219,ENSG00000259248.5
1.31647496473097,-1.64634043422215,5.2840640093932,8.03304976070275e-07,0.000248292961264293,5.60077962511544,ENSG00000228763.1
-0.222944261064538,0.484033734785415,-5.26443841345966,8.72563310899502e-07,0.000264968392076482,5.52405423022025,ENSG00000141428.16
0.448160602428792,-1.45037647136358,5.19366957951167,1.17426369982777e-06,0.000350436730695152,5.2486394393954,ENSG00000251023.1
1.01553945942241,-0.783760978188963,5.16156448283622,1.34273100983752e-06,0.000393920865241994,5.12435066367953,ENSG00000284458.1
0.416072703562605,0.244270559919155,5.14980024929081,1.41019347060107e-06,0.000404695888181443,5.0789116198433,ENSG00000263776.1
-0.168906071382102,-0.132878534642817,-5.14708631415689,1.42622041591473e-06,0.000404695888181443,5.06843707396199,ENSG00000259623.1
-0.304231230929747,-0.490381255511786,-5.12869890816207,1.53958881654224e-06,0.000416230105873375,4.99754899152802,ENSG00000105708.8
0.645088944104508,-0.626516386955907,5.1255767909756,1.5596930534239e-06,0.000416230105873375,4.98552613406547,ENSG00000272037.1
-0.221788932324819,2.74005092896518,-5.12520056555693,1.56213291767966e-06,0.000416230105873375,4.98407760909359,ENSG00000211459.2
-0.537361434908981,-0.981134921244767,-5.12505819339027,1.56305718884796e-06,0.000416230105873375,4.98352946973727,ENSG00000234175.1
-0.246176379417315,-0.647610655725099,-5.1151167730474,1.62893379630405e-06,0.000427200228488286,4.94527506929813,ENSG00000146757.13
0.679173548605017,-1.46219918464991,5.05462940603789,2.09222018396758e-06,0.000540511032302909,4.71340007557438,ENSG00000272858.1
0.310544131516819,-0.231867225921503,5.00792039457204,2.53569699588255e-06,0.000645446754437222,4.53539107120453,ENSG00000245970.2
-0.252242978357589,-0.144714953975621,-4.98806674446555,2.75082997819753e-06,0.000690059653516248,4.46000886255468,ENSG00000130772.13
0.632353789999123,-0.709720888706691,4.95658005920481,3.1289829871744e-06,0.000770029524347734,4.34080412627691,ENSG00000228412.7
-0.380600944638506,-1.33422469702747,-4.95427353046099,3.15859357725398e-06,0.000770029524347734,4.33208871674728,ENSG00000138161.13
1.23983533555696,-1.70581176829783,4.94269007332467,3.31147563218685e-06,0.00079608794052114,4.28835457435635,ENSG00000259712.1
0.933586436721895,-1.20973359046006,4.93514689321668,3.41488299396125e-06,0.000809701503321579,4.2599061538539,ENSG00000229832.1
1.32553386699603,-1.67795468151801,4.91928958000127,3.64262420470321e-06,0.000852029491340646,4.20018274638866,ENSG00000168298.6
-1.0807116605816,-1.69504199570934,-4.91326996912749,3.7328943513906e-06,0.000861502244376265,4.17753992731028,ENSG00000236120.6
0.371689987668554,-0.259012598480721,4.90199157381714,3.90792485741033e-06,0.000890029886275204,4.13515903288636,ENSG00000225880.5
0.475218837610463,-1.33927727164097,4.89553819462954,4.01164246141098e-06,0.00090178596577354,4.11093435221577,ENSG00000230002.2
-0.208957130982476,-0.215577607634449,-4.87930386325721,4.28454854852284e-06,0.000950785267004895,4.05007543865584,ENSG00000127993.15
0.157253334396024,-0.329310712360383,4.87471467803106,4.36491578277386e-06,0.000956358573215604,4.0328928041335,ENSG00000163611.11
0.294462403426946,-0.110824443940279,4.87061883059195,4.43788104615813e-06,0.000960191037849388,4.01756521900442,ENSG00000268030.1
-0.666244581042658,0.657537015718517,-4.83842341470805,5.05425859939626e-06,0.00108005138391296,3.89734383665391,ENSG00000237973.1
-0.679802029593832,-1.56958211404371,-4.82593447590504,5.3151254258723e-06,0.00110524973147228,3.85083408569383,ENSG00000197471.11
0.88430217804414,-1.58783974834975,4.82567217948915,5.32074224690929e-06,0.00110524973147228,3.84985802913988,ENSG00000263847.1
0.476477615693744,-1.36273475100967,4.82367312422126,5.36374010304879e-06,0.00110524973147228,3.84242017351652,ENSG00000181800.5
0.530452579888234,-1.56772207845759,4.80096750298232,5.8764593621076e-06,0.00119665453057318,3.75806688462028,ENSG00000253667.2
0.295547720041435,0.692920137115067,4.78590658107649,6.24250967334382e-06,0.00125641395274312,3.70224381295198,ENSG00000207304.1
0.345542321496394,0.0105602202747433,4.76721554682014,6.72769366102415e-06,0.00133850171929502,3.63311030445956,ENSG00000273149.1
-0.584005703935343,-1.04874889172613,-4.70826868470169,8.51004377802128e-06,0.00165711670034875,3.41613922014703,ENSG00000262902.1
1.40668663389011,-1.64933639690853,4.7073667136117,8.54059554307818e-06,0.00165711670034875,3.41283184544058,ENSG00000275142.1
-0.242864058660933,-0.17596691725669,-4.70514350713424,8.61635582826205e-06,0.00165711670034875,3.40468135642523,ENSG00000185115.5
-0.214382268138039,0.779819999380375,-4.69903413426964,8.82791991309196e-06,0.00167914797555724,3.38229577139,ENSG00000176476.8
0.232992551200951,-0.0189783873885776,4.69545760771029,8.95410368933041e-06,0.00168463674737631,3.36919903633471,ENSG00000127957.17
0.654065900849737,-1.52717979043364,4.68813746049715,9.21784749058446e-06,0.00171560991628523,3.34241249437371,ENSG00000254317.1
0.444567005926325,-0.805485850925704,4.66685973262747,1.00280013259162e-05,0.00184653909521578,3.26469503907424,ENSG00000212443.1
-0.399086753577154,-0.713190976448263,-4.6472540756293,1.08353490708849e-05,0.00197420060071522,3.19327539956033,ENSG00000165879.8
0.29261423329636,2.0752197005522,4.63682630908467,1.12900830994633e-05,0.0020356255038397,3.15536389191873,ENSG00000251562.7
0.265661517236188,-0.77059935505227,4.62246122088452,1.1946929236907e-05,0.00211505297454041,3.10322323660952,ENSG00000253305.2
-0.237115323738241,0.486286930989175,-4.62186462070441,1.19749951762066e-05,0.00211505297454041,3.10105991806386,ENSG00000160570.13
-0.188725827037765,0.0636108697470079,-4.60942415284059,1.25750081535524e-05,0.00219859410232161,3.05598896304729,ENSG00000165355.7
0.406736650479967,-0.769751276939815,4.58810021354503,1.36718981911849e-05,0.00236646885791219,2.97890819853,ENSG00000273284.1
0.370020148912509,0.0287707411377077,4.57764052705363,1.42432816808484e-05,0.00244096002587925,2.9411799071635,ENSG00000200418.1
0.371176235468228,-0.911806202365903,4.57296222819724,1.45062682214187e-05,0.0024415391474233,2.92432248776497,ENSG00000224934.2
0.526271355370642,-0.654092673279466,4.57256571159408,1.45287730189266e-05,0.0024415391474233,2.92289420276454,ENSG00000261051.1
-0.679949798956782,-0.489206779089956,-4.55695397750377,1.54422157614472e-05,0.00257008954437394,2.86672072527129,ENSG00000278974.1
0.240531250034793,-0.309570431622146,4.55426227285251,1.56052288557545e-05,0.00257248482156432,2.85704764671026,ENSG00000268810.1
-1.96866216815629,-2.01126880071745,-4.55074475315981,1.58207675120824e-05,0.00258341193270409,2.84441224276751,ENSG00000210135.1
